,Total_Revenue_AvgGrowth,Total_Revenue_year_2021,Total_Revenue_year_2022,Total_Revenue_year_2023,Total_Revenue_year_2024,Basic_EPS_AvgGrowth,Basic_EPS_year_2021,Basic_EPS_year_2022,Basic_EPS_year_2023,Basic_EPS_year_2024,Total_Revenue_year_2025,Basic_EPS_year_2025,Total_Revenue_year_2020,Basic_EPS_year_2020,Total_Revenue_AvgGrowth_Rank,Basic_EPS_AvgGrowth_Rank
SKMO,0.08187461497004213,213957000.0,271960000.0,271133000.0,265051000.0,-0.08141387397118792,1.99,1.89,1.34,1.47,,,,,35.54216867469879,38.81673881673882
SECARE,0.5824274798077057,770441000.0,1843300000.0,2338300000.0,2539900000.0,0.17571033730284316,0.49,0.61,0.37,0.62,,,,,86.59638554216868,62.33766233766234
AEC,,0.0,0.0,0.0,0.0,-3.092592592592593,0.1,-0.05,-0.45,-0.35,,,,,50.0,5.772005772005772
CIRCLE-B,,0.0,0.0,0.0,218000.0,-0.5105828047985755,-0.076236,-0.310975,-0.027248,-0.009946,,,,,50.0,21.21212121212121
META,1.6265022003595828,10186074.0,63825367.0,60127749.0,40375554.0,-0.2514296806591882,-0.115109,-0.147222,-0.23,-0.21,,,,,94.7289156626506,29.87012987012987
MINEST,-0.8081841432225064,0.0,0.0,391000.0,75000.0,-1.3543577026179718,-0.103874,-0.587519,-0.17,-0.19,,,,,1.355421686746988,11.544011544011545
STW,,,,,,,,,,,,,,,50.0,50.0
SNM,0.17183383626866275,102323000.0,176665000.0,82886000.0,109392000.0,2.2666666666666666,0.01,0.05,-0.01,0.03,,,,,59.93975903614458,93.36219336219335
SOLT,0.48275698077841483,912697000.0,1931412000.0,2904405000.0,2405832000.0,-1.1406464332846218,0.86,-1.73,-1.24,-2.1,,,,,84.03614457831326,13.275613275613276
ALM,-0.01027512643720078,5257000000.0,6902000000.0,2386000000.0,3127000000.0,-0.6982183566336738,314.42,-78.63,-193.78,-73.66,,,,,14.984939759036145,18.542568542568542
ALM-PREF,-0.01027512643720078,5257000000.0,6902000000.0,2386000000.0,3127000000.0,-0.6982183566336738,314.42,-78.63,-193.78,-73.66,,,,,14.984939759036145,18.542568542568542
ATIN,,,,,,,,,,,,,,,50.0,50.0
BOHO,,,,,,,,,,,,,,,50.0,50.0
BOHO-PREF,,,,,,,,,,,,,,,50.0,50.0
BONAS,,,,,,,,,,,,,,,50.0,50.0
DOXA,0.31552231322873525,10900000.0,5200000.0,9900000.0,15500000.0,0.7853124704796534,0.533225,-0.11142,0.75,-2.374796,,,,,77.56024096385542,87.15728715728716
HEIM-PREF,,,,,,,,,,,,,,,50.0,50.0
KAPIAB,,,,,,,,,,,,,,,50.0,50.0
LINKAB,,,,,,,,,,,,,,,50.0,50.0
SOLNA,,,,,,,,,,,,,,,50.0,50.0
TINGS-A,0.5091759263424023,47434000.0,76106000.0,131714000.0,157056000.0,-0.35019250987291733,-0.68,-3.81,-0.91,1.63,,,,,84.78915662650603,26.623376623376622
TINGS-B,0.5091759263424023,47434000.0,76106000.0,131714000.0,157056000.0,-0.35019250987291733,-0.68,-3.81,-0.91,1.63,,,,,84.78915662650603,26.623376623376622
TINGS-PREF,0.5091759263424023,47434000.0,76106000.0,131714000.0,157056000.0,,,,,,,,,,84.78915662650603,50.0
TITA-B,-0.11847035378085839,173363000.0,206765000.0,64477000.0,73509000.0,3.833598177869591,2.03,-1.86,-0.42,4.89,,,,,7.83132530120482,95.67099567099568
ALPCOT-B,,,,,,,,,,,,,,,50.0,50.0
BMC,,,,,,,,,,,,,,,50.0,50.0
CASE,0.3568847810032089,113926000.0,56647000.0,129150000.0,167058000.0,8.514858645627877,1.69,-0.15,0.02,0.53,,,,,79.51807228915662,98.55699855699855
FIRST-B,22.9914812560652,-1753000.0,-2620000.0,385000.0,26689000.0,-0.24109639367231986,-0.661546,-1.862824,-1.09404,-0.350227,,,,,99.24698795180723,30.447330447330444
FLAT-B,0.5235742567912665,9232000.0,24160000.0,-6223000.0,1315000.0,0.07781426204159218,3.424816,-1.818737,-2.100022,1.930233,,,,,85.54216867469879,52.52525252525253
MTI,,,,,,,,,,,,,,,50.0,50.0
NAIG-B,-0.7694065678651779,-5978000.0,-22988000.0,-33922000.0,436000.0,0.10845775181218213,-2.6,-1.04,-2.37,0.01,,,,,1.957831325301205,54.97835497835498
NFGAB,0.07651743226955061,191258000.0,238501000.0,272867000.0,228785000.0,-0.07101449275362322,-23.0,-10.0,-23.0,-11.0,,,,,33.58433734939759,39.682539682539684
SFL,0.029443171750573333,757898000.0,634898000.0,561110000.0,766948000.0,7.866457811194653,-0.76,-1.05,-0.02,0.44,,,,,22.740963855421686,98.26839826839827
YIELD,,,,,,,,,,,,,,,50.0,50.0
TEQ,0.20515214412325103,920200000.0,1324800000.0,1475600000.0,1567000000.0,0.07443366568566202,4.95,6.84,7.54,5.573143,,,,,66.71686746987952,51.80375180375181
VH,-0.16544545041592126,37830000.0,12140000.0,12626000.0,14428000.0,-0.43772834414089185,19.165,3.38,3.21,1.8,,,,,6.174698795180722,23.376623376623375
WRV,,,,,,,,,,,,,,,50.0,50.0
2CUREX,,,,,,,,,,,,,,,50.0,50.0
ACOU,0.20717159849265854,3007000.0,4963000.0,5534000.0,4737000.0,-0.05287241730594772,-0.916068,-1.04,-1.29,-1.01,,,,,67.01807228915662,40.98124098124098
AINO,0.022089090520943086,23044000.0,19908000.0,23919000.0,23940000.0,0.12240224551763124,-0.349637,-0.067232,-0.084751,-0.1,,,,,20.03012048192771,56.56565656565656
ALZ,,0.0,0.0,0.0,0.0,0.060497321465043725,-0.388778,-0.437376,-0.41,-0.31,,,,,50.0,50.79365079365079
ANNX,,0.0,0.0,0.0,0.0,0.1925356020289772,-35.420299,-15.496384,-23.751051,-10.740455,,,,,50.0,64.93506493506493
ARCOMA,0.11104696757767855,117130000.0,125046000.0,163015000.0,156807000.0,1.6921470342522973,-0.57,0.14,0.19,0.85,,,,,42.62048192771085,91.1976911976912
BIOSGN,,0.0,0.0,0.0,0.0,0.37773688376086234,-0.721314,-0.644453,-0.53,-0.08,,,,,50.0,76.62337662337663
BRAIN,0.6465208198031652,9264342.0,17588407.0,23227004.0,39961379.0,0.24455727758846094,-0.509791,-0.509791,-0.37,-0.2,,,,,88.55421686746988,68.54256854256853
CRNO-B,,0.0,0.0,0.0,0.0,-0.38488922254261615,-0.154423,-0.2,-0.21,-0.38,,,,,50.0,24.963924963924963
CMH,2.2668121465328643,882046.0,108517.0,976281.0,664687.0,-71.00901849080724,-68.638985,-65.026407,-0.123674,-26.59953,,,,,96.46084337349397,0.7215007215007215
CMH-PREF,2.2668121465328643,882046.0,108517.0,976281.0,664687.0,,,,,,,,,,96.46084337349397,50.0
CLS-B,1.1274195370092495,2245000.0,6268000.0,8273000.0,18783000.0,0.0654493489395223,-69.237953,-163.218731,-11.509579,-4.325028,,,,,93.52409638554217,51.37085137085137
CLBIO,0.5960419119225396,7062000.0,23550000.0,25030000.0,9775000.0,-4.217914438502675,-0.34,0.11,-0.08,-1.06,,,,,87.19879518072288,4.473304473304474
DMYD-B,0.07840160435448695,253000.0,454000.0,546000.0,130000.0,-0.9065348921677417,0.874637,-1.360546,-1.49304,-1.592576,,,,,34.036144578313255,15.873015873015872
DICOT,,0.0,0.0,0.0,0.0,0.13276992267725082,-0.204663,-0.191224,-0.26,-0.08,,,,,50.0,58.44155844155844
ELIC,,0.0,0.0,0.0,0.0,0.11449381398166081,-0.82,-0.98,-0.83,-0.51,,,,,50.0,55.266955266955264
ERMA,3.143317344904659,11036000.0,6847000.0,1358000.0,15768000.0,0.32193333100775984,-2.917172,-2.917172,-1.09,-0.72,,,,,97.43975903614458,74.60317460317461
ENZY,-0.06987834250336046,57243000.0,48948000.0,50904000.0,45575000.0,-0.030009881767878128,-0.286656,-0.406866,-0.3,-0.28,,,,,10.240963855421686,42.279942279942276
EXPRS2,-0.2569131230238007,12234000.0,5086000.0,7050000.0,3013000.0,-0.06355172128020532,-42.457458,-100.258243,-60.779458,-13.55655,,,,,4.518072289156627,40.4040404040404
FLUI,-0.05563172381693889,2602000.0,3251000.0,3338000.0,1859000.0,0.40236952513026897,-131.801032,-71.800768,-79.40647,-11.291378,,,,,11.144578313253012,78.06637806637806
FLUO,,0.0,0.0,0.0,0.0,-0.05274725433684285,-2.15,-2.33,-3.22,-2.23,,,,,50.0,41.125541125541126
GABA,,0.0,0.0,0.0,0.0,0.2877586154932691,-0.325784,-0.161609,-0.173153,-0.098564,,,,,50.0,71.57287157287158
GENO,0.1566664544594931,93017543.0,102387000.0,158232000.0,130358000.0,1.1695650264585116,0.38,0.17,0.94,0.5,,,,,55.72289156626506,89.46608946608947
GUARD,,0.0,0.0,0.0,0.0,0.2206161297321322,-17.741402,-15.353505,-10.355493,-8.266534,,,,,50.0,67.67676767676768
ICO,-0.35372850333591116,15409133.0,17116165.0,7078288.0,2933879.0,-0.03979688790892564,-2.852308,-4.92589,-3.975121,-2.327121,,,,,3.313253012048193,41.702741702741704
IDLDX,0.8604538256683504,11996000.0,36986000.0,43039000.0,57436000.0,0.28686745353412024,-0.54,-0.28,-0.26,-0.18,,,,,91.26506024096386,71.28427128427128
INIT,,0.0,0.0,0.0,0.0,0.196143288756273,-0.6,-0.8,-0.436348,-0.232487,,,,,50.0,65.22366522366522
INTEG-B,0.20322741939986855,,55723662.0,74272277.0,104118633.0,-2.6956092713765347,,1.19,-0.88,0.23,91100041.0,-1.52,,,66.41566265060241,7.07070707070707
IVACC,0.38200347838864207,5241000.0,9684000.0,8015000.0,11787000.0,-0.5334228052698132,-0.402367,-1.09812,-1.364071,-0.857906,,,,,80.2710843373494,20.634920634920633
IZAFE-B,1.838055925969963,442000.0,729000.0,1822000.0,7954000.0,0.3011904761904762,-0.8,-0.1,-0.14,-0.08,,,,,95.33132530120481,73.3044733044733
KLAR,-0.14669753744914737,0.0,5868000.0,8454000.0,2248000.0,0.15940837388521573,-0.941457,-1.072269,-0.350924,-0.37042,,,,,7.228915662650602,60.317460317460316
KONT,0.073704514001702,24543000.0,28435000.0,28948000.0,30236000.0,1.4944444444444442,-0.05,0.12,0.01,0.03,,,,,32.37951807228915,90.76479076479076
LIDDS,-0.7343837929093979,3554000.0,1888000.0,0.0,0.0,0.4517637799102447,-1.07816,-1.07,-0.63,-0.04,,,,,2.108433734939759,79.7979797979798
LPGO,-0.6865057597366977,3180000.0,0.0,16407000.0,10287000.0,0.4430292177494321,-2.569769,-1.629352,-0.145817,-0.138143,,,,,2.2590361445783134,79.65367965367966
LIPUM,,0.0,0.0,0.0,0.0,0.39557798122052645,-12.034574,-6.402394,-3.842719,-2.617144,,,,,50.0,77.48917748917748
LNFI,,,,,,,,,,,,,,,50.0,50.0
LARK,,,,,,,,,,,,,,,50.0,50.0
MAGLE,0.21908563079466994,132145000.0,145677000.0,170440000.0,236037000.0,0.4275438729290777,0.398438,0.84668,1.13,0.93,,,,,68.52409638554217,79.36507936507937
MAGNA,,,,,,,,,,,,,,,50.0,50.0
MODTX,,0.0,0.0,0.0,0.0,0.3352193392693417,-0.658365,-0.449423,-0.398173,-0.169519,,,,,50.0,74.89177489177489
NANEXA,3.096527188411534,2374000.0,2860000.0,29327000.0,24361000.0,0.24889745380738645,-1.01,-1.16,-1.09,-0.18,,,,,97.28915662650603,68.83116883116884
NANECH,,,,,,,,,,,,,,,50.0,50.0
NEOLA,-1.0,625000.0,0.0,0.0,0.0,0.3001355861493533,-0.47,-0.4,-0.17,-0.14,,,,,0.7530120481927711,73.16017316017316
NEWBRY,1.4661366840303038,2829000.0,5516000.0,10266000.0,36829000.0,-0.36071241871835213,-0.354514,-0.751339,-0.995382,-0.635031,,,,,94.27710843373494,26.262626262626267
NXTCL,0.43090825511179803,3912017.0,5588797.0,10113474.0,10664701.0,-0.06506669196725408,-0.564202,-0.816876,-0.914689,-0.574074,,,,,82.07831325301204,40.25974025974026
ONCOZ,,0.0,0.0,0.0,0.0,-3.294138031640326,-0.331761,-3.98,-1.36,-0.74,,,,,50.0,5.194805194805195
ORTI-A,-0.0435003273031061,94272000.0,104509000.0,84081000.0,80413000.0,-1.6335507311117068,0.21,0.13,-0.41,-0.56,,,,,12.123493975903614,9.740259740259742
ORTI-B,-0.0435003273031061,94272000.0,104509000.0,84081000.0,80413000.0,-1.6335507311117068,0.21,0.13,-0.41,-0.56,,,,,12.123493975903614,9.740259740259742
ORT-B,0.28771008155772476,0.0,0.0,38140961.0,49114500.0,-0.08356083919444819,-0.501123,-0.79,-1.1,-0.31,,,,,74.3975903614458,38.38383838383838
OSSD,0.6528608133707221,31726000.0,56979000.0,112157000.0,133940000.0,0.2830714410888486,-1.9,-1.7,-1.59,-0.51,,,,,88.70481927710844,70.41847041847042
PAX,0.3869597657395973,96202000.0,145920000.0,210117000.0,253007000.0,1.9347664036718761,-0.67,-0.54,0.44,2.11,,,,,80.42168674698796,92.20779220779221
PERP-B,-0.057310081442502415,8815610.0,10113932.0,9936285.0,6939094.0,0.35319703166458805,-17.059099,-27.6,-6.621163,-0.546953,,,,,10.993975903614457,75.6132756132756
PILA,,,,,,,,,,,,,,,50.0,50.0
PRO,0.8275029785748194,8067000.0,16214000.0,37070000.0,43976000.0,0.002891554959267869,-0.873494,-1.01,-0.5,-0.67,,,,,90.8132530120482,45.45454545454545
PLUN,-0.030320755922132608,17073000.0,17411000.0,22062000.0,13725000.0,-0.059505018353896634,-6.463251,-8.072727,-9.94,-6.94,,,,,12.951807228915662,40.54834054834055
PROGEN,,,,,,,,,,,,,,,50.0,50.0
QLIFE,-0.7757671878732024,39613000.0,17993000.0,244000.0,50000.0,0.30132618840130476,-965.986882,-1734.963506,-519.308737,-0.33697,,,,,1.8072289156626504,73.44877344877345
QUIA,,,,,,,,,,,,,,,50.0,50.0
S2M,,,,,,,,,,,,,,,50.0,50.0
SDOS,0.02407446402627249,,57684000.0,61550000.0,60429000.0,-0.23703703703703707,,-0.18,-0.2,-0.32,61844000.0,-0.32,,,20.632530120481928,30.59163059163059
CMOTEC-B,4.981984408424976,49000.0,473000.0,2822000.0,6566000.0,0.285127582494273,-1.842652,-1.893369,-1.133895,-0.587603,,,,,98.49397590361446,71.13997113997114
HEART,-1.0,0.0,10000.0,0.0,0.0,-0.39265430852380917,-14.134173,-18.858927,-46.958453,-16.609146,,,,,0.7530120481927711,24.675324675324674
SCIB,0.3675926052094523,11727000.0,17890000.0,23245000.0,29705000.0,0.18633258378478224,-0.650328,-0.61165,-0.51,-0.34,,,,,79.81927710843374,63.924963924963926
SENZA,0.6864318210376372,15422000.0,41770000.0,49870000.0,57695000.0,0.21308539237341825,-1.35,-1.03,-0.91,-0.65,,,,,89.1566265060241,67.09956709956711
SPAGO,0.44228819972761824,660000.0,1054000.0,1203000.0,1911000.0,0.4633298167397075,-0.945577,-0.582628,-0.43,-0.11,,,,,82.53012048192771,80.37518037518038
STABL,,0.0,0.0,0.0,0.0,0.05259037911508713,-0.849734,-1.723733,-0.748308,-0.284022,,,,,50.0,50.21645021645021
STIL,0.48218363464306274,187087000.0,246350000.0,294893000.0,569950000.0,0.29749007476603223,3.21,5.45,5.31,6.48,,,,,83.8855421686747,72.72727272727273
SUS,0.4298507771121967,366778000.0,802540000.0,882853000.0,884087000.0,0.20843071411022737,2.03,3.7,4.59,2.58,,,,,81.92771084337349,66.52236652236653
XINT,53.03846153846154,0.0,0.0,78000.0,4215000.0,0.5320994070994071,-0.72,-0.37,-0.13,-0.07,,,,,99.84939759036145,82.97258297258297
XPC,0.6117850521250383,279393.0,1055807.0,663681.0,283938.0,0.043004820280048116,-0.153117,-0.311467,-0.0876,-0.048667,,,,,87.65060240963855,49.78354978354979
ABSO,0.11543755511638835,1029807000.0,1339321000.0,1408464000.0,1400199000.0,0.1647443158598427,8.68,13.4,12.39,12.71,,,,,43.674698795180724,60.89466089466089
ACUVI,0.8501366148649628,51441000.0,185075000.0,190816000.0,175852000.0,1.2422507661375322,-2.574457,-3.856716,0.25,1.04,,,,,91.1144578313253,90.18759018759019
AXOLOT,0.13079520163585637,2958000.0,1559000.0,1648000.0,2980000.0,0.35222956547120315,-0.350182,-0.214,-0.11,-0.09,,,,,48.644578313253014,75.46897546897547
BAWAT,,,,,,,,,,,,,,,50.0,50.0
BOMILL,4.840711278366546,983000.0,560000.0,8478000.0,15372000.0,0.5058478180453979,-1.336091,-0.705764,-0.25,-0.15,,,,,98.19277108433735,81.81818181818183
CALVIK,1.9673800669596835,25754139.0,42251000.0,73776000.0,406908000.0,1.5865363993126727,1.676878,2.09,0.41,2.59,,,,,95.63253012048193,90.9090909090909
CARE,0.1424470372665658,587500000.0,725100000.0,824600000.0,870700000.0,0.46130875470181215,0.19,-0.47,1.56,2.4,,,,,52.71084337349398,80.08658008658008
CI,-0.17278594317416626,71347000.0,76812000.0,47261000.0,37325000.0,-0.23492088761037633,-2.472693,-2.527642,-6.416157,-0.924851,,,,,5.72289156626506,30.735930735930733
DLAB,0.5194120628029465,18052000.0,45763000.0,44866000.0,46785000.0,0.21548646652916761,-0.95,-0.53,-0.65,-0.37,,,,,85.39156626506023,67.38816738816739
ESGR-B,0.7638741922266572,55084000.0,107667000.0,297570000.0,170575000.0,6.100114594623311,-1.6,0.25096,5.0,-3.9,,,,,89.7590361445783,97.11399711399712
FERRO,0.31577627341522413,110218000.0,205112000.0,355253000.0,125890000.0,-0.4150590842835831,-1.892577,-3.236802,-3.900761,-5.187183,,,,,77.71084337349397,24.0981240981241
FIRE,0.18789495438208959,300233000.0,384433000.0,477934000.0,497060000.0,0.39157350566290344,3.49,5.81,7.54,9.14,,,,,64.90963855421687,77.34487734487735
FLEXQ,0.17870990534931988,113253000.0,207930000.0,115714000.0,132336000.0,-1.6250066324028338,-2.631319,-0.9,-6.4,-2.7,,,,,62.80120481927711,10.1010101010101
FREEM,40.69380900388422,302000.0,37323000.0,22310000.0,20025000.0,-0.5710406838023022,-0.497511,-1.405241,-1.5204,-1.2264,,,,,99.69879518072288,20.2020202020202
GPX,0.3043959930022402,15739000.0,21448000.0,31428000.0,34104000.0,-0.07563025210084025,-0.63,-0.51,-0.14,-0.3,,,,,76.50602409638554,39.39393939393939
GOTL-A,0.06286674533465085,2291034000.0,2889533000.0,2320039000.0,2608776000.0,0.5992171583042062,46.0068,110.76,161.84,150.35,,,,,28.990963855421686,83.76623376623377
GOTL-B,0.06286674533465085,2291034000.0,2889533000.0,2320039000.0,2608776000.0,0.5992171583042062,46.0068,110.76,161.84,150.35,,,,,28.990963855421686,83.76623376623377
GGEO,0.10057484988515603,141931000.0,173178000.0,201419000.0,185002000.0,1.9707687338501294,-0.12,0.48,1.29,0.29,,,,,40.06024096385542,92.35209235209236
HEGR,0.3777563762110954,246965000.0,453914000.0,678277000.0,543310000.0,0.19214435478455152,0.266407,0.857498,0.524489,-0.133204,,,,,80.12048192771084,64.64646464646465
HELIO,0.006939828143438742,35221000.0,25728000.0,35311000.0,32411000.0,0.3375778268239262,-0.61443,-0.268098,-0.160198,-0.152732,,,,,17.46987951807229,75.03607503607503
HILB-B,1.8663976682365544,8929400.0,26949800.0,24106500.0,112977500.0,-0.5336378480956793,-0.26,-0.7,-0.83,-0.6,,,,,95.48192771084338,20.49062049062049
IDUN-B,0.24607852208713224,1160987000.0,1685162000.0,2062731000.0,2192043000.0,-0.0354484386347132,3.2,3.4,2.7,2.8,,,,,70.78313253012048,41.99134199134199
LXB,,,,,,,,,,,,,,,50.0,50.0
LYGRD,0.8491827182953887,39107235.0,54304018.0,165190425.0,184517653.0,0.02084995963454568,-1.120045,-1.015462,-1.019238,-1.046865,,,,,90.96385542168674,47.474747474747474
MANTEX,,,,,,,,,,,,,,,50.0,50.0
NEPA,-0.029517278104459352,295457000.0,312145000.0,293082000.0,268474000.0,-0.4974681368958689,4.91,2.22,-1.83,-0.22,,,,,13.102409638554215,21.78932178932179
NJOB,-0.1716634193069256,19164000.0,22959000.0,16823000.0,9324000.0,2.0003000300030003,0.003333,0.02,0.0,0.34,,,,,5.873493975903615,92.64069264069265
LEVEL,0.18277519546592583,227464000.0,283086000.0,361946000.0,371075000.0,0.12412178711668097,-0.501593,-0.92,-0.04,-0.03,,,,,63.85542168674698,56.99855699855701
NOTEK,0.04946138034476257,70589000.0,71656000.0,91641000.0,78295000.0,-0.3728873984005074,0.535951,0.56,0.38,0.06,,,,,26.656626506024097,25.252525252525253
OGUN-B,0.0406301293613232,420319000.0,505155000.0,511543000.0,464178000.0,-0.11526856379658289,3.43,4.57,3.48,1.95,,,,,25.0,36.94083694083694
OPTI,0.7227719212179485,4440000.0,10499000.0,9145000.0,17674000.0,0.07480523697487158,-2.738672,-4.962942,-2.48,-1.15,,,,,89.30722891566265,52.23665223665223
OXE,,,,,,,,,,,,,,,50.0,50.0
PCOM-B,0.0017937541057044953,196560000.0,219729000.0,210464000.0,195663000.0,-0.422931278173359,0.286504,-0.441487,-0.291811,-0.019515,,,,,16.415662650602407,23.953823953823957
QBIM,,,,,,,,,,,,,,,50.0,50.0
RLOS-B,,,,,,,,,,,,,,,50.0,50.0
RO,0.18751804483888793,26874000.0,20666000.0,32819000.0,39563000.0,0.05794819580373733,-0.063686,-0.095798,-0.05,-0.04,,,,,64.7590361445783,50.36075036075036
SAXG,0.06650636144513211,257821000.0,250037000.0,308128000.0,307321000.0,-2.5762335291110072,2.631559,-15.555556,-41.61,-5.934252,,,,,30.120481927710845,7.35930735930736
SES,4.016119609531612,7592000.0,7976000.0,13939000.0,170755000.0,0.45341763321543516,-0.097638,-0.12693,-0.117166,0.068347,,,,,97.89156626506023,79.94227994227994
SERT,0.8082432702143622,18651000.0,17112000.0,62913000.0,52262000.0,-4.478834568226896,-0.102102,-0.294484,0.003459,-0.04,,,,,90.51204819277109,4.184704184704184
SIBEK,0.1407335696582394,,107210000.0,118036000.0,143722000.0,-0.2873032970327905,,1.569789,1.170715,1.63,158613000.0,0.0,,,52.40963855421686,27.994227994227995
SILEON,-0.32299391256225785,36140000.0,48934000.0,0.0,585000.0,0.7432358887778626,-138.459961,-57.401099,-1.42,-0.47,,,,,3.7650602409638556,86.2914862914863
SEYE,0.5176913257535459,109679000.0,219539000.0,302233000.0,355049000.0,-0.9178108470504934,-4.84808,-12.98,-2.14,-6.23,,,,,85.2409638554217,15.728715728715729
SUMMAS,,,,,,,,,,,,,,,50.0,50.0
TERNOR,,,,,,,,,,,,,,,50.0,50.0
TRAIN-B,0.289591655419483,125032000.0,141323000.0,166321000.0,259726000.0,1.2394182986888154,0.26,1.47,0.47,0.35,,,,,75.0,90.04329004329004
VSSAB-B,0.4543126892140745,311490000.0,577021000.0,359642000.0,678720000.0,-2.878546388490006,-11.91,0.62,-6.78,8.46,,,,,82.83132530120481,6.637806637806638
VIMAB,0.19075393104719526,203324000.0,224829000.0,341564000.0,323556000.0,-3.1224250936329594,-8.9,-1.6,-0.3,-3.6,,,,,65.51204819277109,5.627705627705628
W5,0.5276368862584363,133742926.0,168338832.0,393885000.0,387741000.0,-1.2812336620748235,1.176208,1.084106,0.55,-1.25,,,,,85.69277108433735,11.976911976911978
WPAY,0.09707504808470606,53706000.0,70415000.0,59743000.0,67609000.0,0.16884291415496436,-0.480095,-0.220914,-0.412651,-0.068252,,,,,39.30722891566265,61.61616161616161
AXIC-A,1.0821953765911245,4362000.0,5007000.0,1809000.0,8570000.0,0.13088879653599894,-0.885152,-1.009015,-1.03,-0.46,,,,,92.92168674698796,57.72005772005772
CINIS,,0.0,0.0,0.0,40600000.0,-2.2586794845886877,0.0,-0.236748,-0.332927,-1.701626,,,,,50.0,8.080808080808081
CLEM,-0.045326189167953224,301532000.0,299204000.0,278898000.0,262055000.0,0.08525641025641027,1.3,0.3,0.72,0.45,,,,,11.74698795180723,53.102453102453104
ITECH,0.5036126690866515,52901000.0,83631000.0,120861000.0,179451000.0,2.2858017982452403,-0.222363,0.891551,1.7,3.3,,,,,84.48795180722891,93.5064935064935
IMPC,0.5837766798941461,57198000.0,32000000.0,98400000.0,109900000.0,0.05903303287033654,-0.55346,-0.83,-0.41,-0.34,,,,,86.74698795180723,50.505050505050505
LCLEAN,0.2539195527427276,,47179000.0,52501000.0,61152000.0,-1.6294696402046542,,-0.163813,-0.570312,-0.588513,,,31788000.0,-0.048537,72.28915662650603,9.956709956709958
ORGC,0.061796029562858706,110063000.0,115048000.0,145871000.0,127226000.0,0.06530558565430201,-0.338444,-0.447941,-0.159268,-0.179176,,,,,28.463855421686745,51.22655122655123
POLYG,-0.002611345269728449,181610000.0,173564000.0,113542000.0,156948000.0,-13.120634805225917,1.82,0.228817,-8.81,0.13,,,,,15.813253012048193,1.7316017316017316
AERO,0.6229332266876355,1791000.0,6354000.0,3115000.0,2588000.0,0.7191512600726142,-22.777005,-7.347421,-0.697529,-0.296471,,,,,88.1024096385542,85.85858585858585
TRIBO-B,40.58344767801838,652000.0,566000.0,69116000.0,122278000.0,0.5052988133260025,-0.443046,-0.202678,-0.128345,-0.05049,,,,,99.54819277108435,81.67388167388168
CIRCHE,5.742156563315155,85553.0,590615.0,5745000.0,20658000.0,0.4732027438078315,-1.21235,-1.185993,-0.64,-0.04,,,,,98.64457831325302,80.51948051948052
DE,0.0909676244978171,307288000.0,341217000.0,375951000.0,398769000.0,10.080064480406621,2.224115,3.241003,3.353268,103.107439,,,,,38.403614457831324,99.13419913419914
GIGA,0.1699958693260514,117350000.0,156972000.0,178388000.0,184795000.0,-0.879142558810884,0.67,-0.75,-1.62,-0.58,,,,,59.337349397590366,16.305916305916305
MASHUP,,,,,,,,,,,,,,,50.0,50.0
ARCT,,,,,,,,,,,,,,,50.0,50.0
BIOEX,1.2955696975840179,276000.0,395000.0,2056000.0,515000.0,0.07424184614796221,-0.783056,-1.090332,-0.81,-0.52,,,,,93.97590361445783,51.65945165945166
BOTX,-1.0,0.0,141000.0,0.0,57828000.0,1.3501274553906135,-0.19,-0.26,-0.18,0.56,,,,,0.7530120481927711,90.47619047619048
DMXSE-SDB,,,0.0,0.0,0.0,-0.16666666666666663,,-0.02,-0.02,-0.02,0.0,-0.03,,,50.0,34.48773448773449
FNMC-SDB,,0.0,0.0,0.0,0.0,-1.1666666666666667,-0.02,-0.01,-0.01,-0.05,,,,,50.0,12.987012987012985
LEMSE,,0.0,0.0,0.0,0.0,-0.16666666666666666,-0.01,-0.02,-0.01,-0.01,,,,,50.0,34.34343434343434
LUC,-0.027432636195844972,230078000.0,212934000.0,172400000.0,203876000.0,0.7685185185185185,0.06,0.09,-0.04,0.09,,,,,13.855421686746988,87.01298701298701
NIO,,0.0,0.0,0.0,0.0,-0.05183150183150178,-0.26,-0.28,-0.35,-0.29,,,,,50.0,41.269841269841265
BBROOM,0.02405633385380943,410751000.0,442772000.0,425648000.0,439646000.0,-0.7586075476573342,-0.480529,-1.741445,-1.740094,-1.135554,,,,,20.481927710843372,17.46031746031746
CANDLE-B,0.06012474776764493,,158334630.0,210740924.0,179227751.0,-3.8887185844068095,,-0.0162,0.0011,-0.0134,179035076.0,-0.0074,,,28.313253012048197,4.761904761904762
CDON,-0.06820124455924552,542200000.0,461200000.0,468700000.0,435200000.0,-0.4289276091357889,-9.71397,-23.274898,-6.380616,-10.315019,,,,,10.391566265060241,23.665223665223664
CEDER,0.1942736988825826,,733462000.0,817273000.0,907920000.0,0.7084795321637429,,0.19,-0.6,3.77,1232628000.0,0.0,,,65.8132530120482,85.56998556998558
CLEMO,,,,,,,,,,,,,,,50.0,50.0
DSNO,-0.10870639773513997,1227200000.0,964900000.0,967200000.0,856200000.0,-4.062289121582316,0.4,-0.15,-1.91,-0.15,,,,,8.283132530120483,4.617604617604617
